FlightNumber,AircraftType,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,FlightDuration,FuelConsumed (kg),PayloadWeight (kg),PassengerCount,TaxiOutTime (min),TaxiInTime (min),ExpectedFuel (kg),FuelDifference (kg),RouteDistance (km),AltitudeLevel (ft),CruiseSpeed (km/h),FuelPerPassenger (kg),FuelPerKm (kg/km),EmissionEstimate (kg CO₂)
PK7513,A320,JED,CAI,2025-03-08 13:36,2025-03-08 14:59,83,1803.4,16051,178,28,14,1820.51,-17.11,1214.94,32280,877,10.13,1.4843,5698.74
QR7721,A320,DOH,DXB,2025-07-19 02:16,2025-07-19 02:44,28,650.92,7808,88,16,25,638.08,12.84,378.52,32070,790,7.4,1.7196,2056.91
PK2554,A320,DXB,JED,2025-05-07 21:29,2025-05-07 23:27,118,2505.92,15001,101,29,5,2510.01,-4.09,1702.17,35015,861,24.81,1.4722,7918.71
PK8609,A320,DEL,DOH,2025-03-21 15:49,2025-03-21 18:40,171,3498.29,13403,80,25,8,3554.03,-55.74,2553.18,32665,895,43.73,1.3702,11054.6
EK7323,A320,DXB,IST,2025-03-02 14:51,2025-03-02 18:18,207,4404.21,6405,155,30,20,4204.05,200.16,3029.96,31615,877,28.41,1.4536,13917.3
PK5630,A320,DXB,DOH,2025-10-19 03:27,2025-10-19 03:52,25,622.77,13953,153,13,15,639.53,-16.76,378.52,33889,892,4.07,1.6453,1967.95
QR3782,A320,IST,JED,2025-03-10 19:35,2025-03-10 22:22,167,3493.22,15258,180,6,11,3492.58,0.64,2383.55,30035,855,19.41,1.4656,11038.58
MS2194,A320,DXB,DEL,2025-10-12 18:12,2025-10-12 20:52,160,3237.13,9666,102,11,18,3296.66,-59.53,2186.68,37314,818,31.74,1.4804,10229.33
AI1627,A320,CAI,IST,2025-11-25 10:25,2025-11-25 11:49,84,1753.95,13130,165,18,6,1811.3,-57.35,1261.41,37507,891,10.63,1.3905,5542.48
EK327,A320,IST,KHI,2025-07-16 01:02,2025-07-16 05:31,269,5400.57,9429,125,26,16,5474.29,-73.72,3975.55,32121,884,43.2,1.3584,17065.8
EK1856,A320,DXB,JED,2025-01-13 11:52,2025-01-13 13:50,118,2392.88,14353,160,11,21,2503.53,-110.65,1702.17,34428,865,14.96,1.4058,7561.5
PK4606,A320,IST,DOH,2025-06-02 07:18,2025-06-02 10:41,203,4108.14,13438,85,22,10,4194.38,-86.24,2756.39,37630,814,48.33,1.4904,12981.72
SV2898,A320,KHI,JED,2025-04-22 00:07,2025-04-22 03:28,201,4044.27,12755,94,23,16,4147.55,-103.28,2882.63,38634,858,43.02,1.403,12779.89
SV5508,A320,IST,JED,2025-10-14 11:11,2025-10-14 14:02,171,3401.59,12905,123,5,15,3549.05,-147.46,2383.55,38387,833,27.66,1.4271,10749.02
QR8418,A320,JED,DXB,2025-09-13 17:52,2025-09-13 19:56,124,2495.62,13192,128,25,6,2611.92,-116.3,1702.17,35593,818,19.5,1.4661,7886.16
EK4564,A320,JED,KHI,2025-05-28 16:39,2025-05-28 20:06,207,4340.61,14885,170,24,20,4288.85,51.76,2882.63,32861,834,25.53,1.5058,13716.33
AI7089,A320,KHI,DOH,2025-10-20 16:32,2025-10-20 18:30,118,2402.25,14680,92,25,7,2506.8,-104.55,1568.56,37099,796,26.11,1.5315,7591.11
QR3251,A320,KHI,DXB,2025-01-20 10:56,2025-01-20 12:17,81,1827.22,13820,90,12,17,1758.2,69.02,1190.18,31587,881,20.3,1.5352,5774.02
SV4798,A320,DXB,KHI,2025-10-25 06:35,2025-10-25 08:01,86,1804.85,16086,177,16,18,1880.8600000000001,-76.01,1190.18,36047,821,10.2,1.5164,5703.33
AI4998,A320,DXB,KHI,2025-12-23 10:07,2025-12-23 11:34,87,1933.13,14068,130,28,9,1880.68,52.45,1190.18,35495,814,14.87,1.6242,6108.69
TK689,A320,DOH,IST,2025-03-11 14:16,2025-03-11 17:24,188,3853.08,13711,86,22,7,3897.11,-44.03,2756.39,37160,878,44.8,1.3979,12175.73
MS6523,A320,CAI,DOH,2025-03-05 05:45,2025-03-05 08:12,147,3019.74,8377,163,24,25,3023.77,-4.03,2060.93,38023,840,18.53,1.4652,9542.38
SV9426,A320,JED,DEL,2025-12-27 12:07,2025-12-27 16:36,269,5409.15,13807,105,29,21,5518.07,-108.92,3886.02,31394,864,51.52,1.392,17092.91
QR2636,A320,JED,DEL,2025-10-23 18:11,2025-10-23 22:59,288,5663.1,15942,119,8,10,5919.42,-256.32,3886.02,32939,807,47.59,1.4573,17895.4
MS875,A320,CAI,IST,2025-03-10 20:04,2025-03-10 21:29,85,1920.79,17382,152,23,11,1873.82,46.97,1261.41,33638,881,12.64,1.5227,6069.7
MS1982,A320,CAI,KHI,2025-04-05 15:11,2025-04-05 19:15,244,4952.87,11550,82,28,8,4995.5,-42.63,3565.44,31381,875,60.4,1.3891,15651.07
MS3178,A320,DEL,DOH,2025-07-28 00:35,2025-07-28 03:27,172,3495.46,7076,171,17,24,3510.76,-15.3,2553.18,30380,890,20.44,1.3691,11045.65
MS4635,A320,DEL,KHI,2025-11-11 19:35,2025-11-11 20:54,79,1797.66,16021,126,20,11,1740.21,57.45,1067.83,30736,804,14.27,1.6835,5680.61
AI6502,A320,DOH,JED,2025-06-18 09:36,2025-06-18 11:10,94,2093.07,13312,135,16,7,2013.12,79.95,1332.96,31943,850,15.5,1.5702,6614.1
PK9952,A320,DOH,DEL,2025-02-03 17:21,2025-02-03 20:25,184,3770.67,16872,108,14,10,3848.72,-78.05,2553.18,36257,832,34.91,1.4768,11915.32
MS1081,A320,DOH,CAI,2025-05-07 07:37,2025-05-07 10:05,148,3064.78,11158,110,23,8,3071.58,-6.8,2060.93,38401,831,27.86,1.4871,9684.7
TK6952,A320,CAI,KHI,2025-10-16 14:06,2025-10-16 18:29,263,5331.52,17588,150,6,20,5435.88,-104.36,3565.44,36299,813,35.54,1.4953,16847.6
MS7520,A320,IST,CAI,2025-08-13 07:07,2025-08-13 08:41,94,2106.78,12788,101,23,20,2007.88,98.9,1261.41,35305,798,20.86,1.6702,6657.42
TK4146,A320,IST,CAI,2025-05-18 10:05,2025-05-18 11:34,89,1886.02,16006,95,23,5,1940.06,-54.04,1261.41,30239,843,19.85,1.4952,5959.82
QR1854,A320,JED,IST,2025-04-09 07:51,2025-04-09 10:41,170,3351.47,6017,106,22,19,3460.17,-108.7,2383.55,30721,838,31.62,1.4061,10590.65
SV8547,A320,KHI,DOH,2025-10-14 01:22,2025-10-14 03:15,113,2493.14,15916,132,11,10,2419.16,73.98,1568.56,30951,829,18.89,1.5894,7878.32
MS3358,A320,KHI,DEL,2025-12-12 01:51,2025-12-12 03:12,81,1835.5,12998,137,17,9,1749.98,85.52,1067.83,33817,789,13.4,1.7189,5800.18
SV7640,A320,IST,DEL,2025-03-11 00:17,2025-03-11 06:01,344,6837.81,16412,117,7,10,7044.12,-206.31,4573.44,35765,797,58.44,1.4951,21607.48
TK9891,A320,JED,IST,2025-02-03 00:18,2025-02-03 03:08,170,3587.42,8530,141,19,11,3485.3,102.12,2383.55,37485,840,25.44,1.5051,11336.25
EK3903,A320,KHI,IST,2025-12-18 04:18,2025-12-18 09:19,301,6342.74,16529,165,16,13,6185.29,157.45,3975.55,36241,792,38.44,1.5954,20043.06
QR333,A320,DXB,IST,2025-08-13 21:44,2025-08-14 01:36,232,4498.41,8818,166,17,21,4728.18,-229.77,3029.96,34533,781,27.1,1.4846,14214.98
PK6676,A320,CAI,DOH,2025-11-06 16:31,2025-11-06 18:59,148,3235.51,12949,147,5,7,3089.49,146.02,2060.93,35616,830,22.01,1.5699,10224.21
AI870,A320,DOH,DXB,2025-10-11 21:00,2025-10-11 21:25,25,647.61,12762,125,11,8,627.62,19.99,378.52,35523,876,5.18,1.7109,2046.45
MS7712,A320,DEL,DOH,2025-07-13 00:17,2025-07-13 03:16,179,3671.63,15736,131,16,5,3737.36,-65.73,2553.18,37133,855,28.03,1.4381,11602.35
TK2207,A320,KHI,DXB,2025-02-11 05:38,2025-02-11 07:05,87,1831.52,7470,155,16,20,1814.7,16.82,1190.18,35333,812,11.82,1.5389,5787.6
MS9181,A320,IST,DEL,2025-08-04 20:24,2025-08-05 01:29,305,6153.59,6995,176,7,16,6169.95,-16.36,4573.44,32287,898,34.96,1.3455,19445.34
EK9265,A320,DEL,DOH,2025-06-07 15:46,2025-06-07 18:52,186,3862.69,16443,105,6,18,3884.43,-21.74,2553.18,37416,823,36.79,1.5129,12206.1
AI1980,A320,CAI,DXB,2025-09-17 14:01,2025-09-17 16:56,175,3622.3,13299,144,22,9,3632.99,-10.69,2419.78,32348,829,25.15,1.497,11446.47
MS3936,A320,DOH,CAI,2025-08-10 03:50,2025-08-10 06:18,148,2971.88,6659,142,29,9,3026.59,-54.71,2060.93,34828,831,20.93,1.442,9391.14
TK9665,A320,CAI,DEL,2025-07-16 04:27,2025-07-16 09:22,295,5858.21,6693,172,14,8,5966.93,-108.72,4412.05,37121,895,34.06,1.3278,18511.94
PK3727,A320,CAI,JED,2025-03-19 04:46,2025-03-19 06:07,81,1686.36,8475,125,30,9,1704.75,-18.39,1214.94,33401,894,13.49,1.388,5328.9
TK8158,A320,CAI,IST,2025-06-19 13:27,2025-06-19 14:54,87,1869.43,15670,159,27,11,1896.7,-27.27,1261.41,33928,868,11.76,1.482,5907.4
EK3458,A320,JED,DOH,2025-03-02 21:08,2025-03-02 22:40,92,1869.65,9508,152,30,13,1935.08,-65.43,1332.96,38953,868,12.3,1.4026,5908.09
PK2161,A320,CAI,JED,2025-02-07 05:24,2025-02-07 06:56,92,2033.08,14240,171,21,6,1982.4,50.68,1214.94,32810,790,11.89,1.6734,6424.53
SV5374,A320,DXB,IST,2025-10-18 11:14,2025-10-18 14:54,220,4309.06,8591,80,26,9,4485.91,-176.85,3029.96,30811,823,53.86,1.4222,13616.63
SV6417,A320,DXB,KHI,2025-09-10 23:07,2025-09-11 00:36,89,1816.41,10424,176,29,20,1884.24,-67.83,1190.18,38468,799,10.32,1.5262,5739.86
AI7556,A320,DXB,CAI,2025-11-04 23:51,2025-11-05 02:33,162,3289.44,15187,135,5,16,3391.87,-102.43,2419.78,31777,892,24.37,1.3594,10394.63
SV8628,A320,DXB,DEL,2025-10-20 13:11,2025-10-20 15:55,164,3241.42,7706,130,21,16,3357.06,-115.64,2186.68,38838,800,24.93,1.4823,10242.89
EK3702,A320,DEL,DOH,2025-09-22 05:09,2025-09-22 08:12,183,3622.11,6120,112,18,6,3721.2,-99.09,2553.18,34219,833,32.34,1.4187,11445.87
QR267,A320,DEL,KHI,2025-12-17 14:58,2025-12-17 16:09,71,1588.22,13270,136,23,18,1552.7,35.52,1067.83,32500,895,11.68,1.4873,5018.78
QR8974,A320,IST,DOH,2025-04-13 22:21,2025-04-14 01:50,209,4401.38,12860,172,29,14,4308.6,92.78,2756.39,38050,790,25.59,1.5968,13908.36
QR6906,A320,KHI,IST,2025-07-22 09:23,2025-07-22 14:13,290,5759.64,14204,148,14,8,5942.04,-182.4,3975.55,34950,821,38.92,1.4488,18200.46
MS2315,A320,DOH,DXB,2025-11-20 13:12,2025-11-20 13:37,25,649.67,15619,88,22,5,656.19,-6.52,378.52,38057,891,7.38,1.7163,2052.96
EK5678,A320,IST,CAI,2025-03-27 01:28,2025-03-27 02:54,86,1875.98,7480,141,15,16,1794.8,81.18,1261.41,38476,875,13.3,1.4872,5928.1
QR5023,A320,KHI,IST,2025-02-26 04:41,2025-02-26 09:33,292,5745.97,8559,118,30,16,5925.59,-179.62,3975.55,30514,815,48.69,1.4453,18157.27
TK6970,A320,DEL,KHI,2025-09-23 02:42,2025-09-23 04:00,78,1730.7,12542,179,7,7,1685.42,45.28,1067.83,32820,812,9.67,1.6208,5469.01
AI7312,A320,KHI,DEL,2025-06-02 15:29,2025-06-02 16:40,71,1429.82,6934,104,19,21,1489.34,-59.52,1067.83,32543,900,13.75,1.339,4518.23
MS1576,A320,DEL,KHI,2025-05-02 22:46,2025-05-02 23:57,71,1534.94,13744,159,26,8,1557.44,-22.5,1067.83,32917,895,9.65,1.4374,4850.41
QR6139,A320,DXB,IST,2025-05-20 13:46,2025-05-20 17:14,208,4353.6,9349,150,21,7,4253.49,100.11,3029.96,33494,874,29.02,1.4369,13757.38
AI9289,A320,KHI,CAI,2025-08-03 01:56,2025-08-03 06:07,251,5353.75,17366,96,19,17,5193.66,160.09,3565.44,30668,852,55.77,1.5016,16917.85
AI6864,A320,CAI,DXB,2025-05-18 11:51,2025-05-18 14:41,170,3348.59,10425,88,5,11,3504.25,-155.66,2419.78,34834,851,38.05,1.3838,10581.54
SV1870,A320,DOH,DXB,2025-10-17 22:28,2025-10-17 22:53,25,585.25,9013,174,13,14,590.13,-4.88,378.52,37310,900,3.36,1.5461,1849.39
TK3084,A320,DOH,JED,2025-06-08 08:06,2025-06-08 09:38,92,2079.33,15911,159,28,8,1999.1100000000001,80.22,1332.96,33468,863,13.08,1.5599,6570.68
EK5510,A320,CAI,JED,2025-09-24 04:12,2025-09-24 05:41,89,1835.56,7252,112,20,11,1852.52,-16.96,1214.94,35928,818,16.39,1.5108,5800.37
AI2683,A320,DOH,KHI,2025-11-25 06:27,2025-11-25 08:19,112,2374.44,11407,88,27,6,2354.07,20.37,1568.56,34740,837,26.98,1.5138,7503.23
EK5603,A320,KHI,DXB,2025-07-05 12:47,2025-07-05 14:12,85,1771.95,10619,136,25,9,1806.19,-34.24,1190.18,32132,837,13.03,1.4888,5599.36
EK231,A320,DXB,DEL,2025-03-28 12:05,2025-03-28 14:48,163,3495.49,11582,150,19,14,3375.82,119.67,2186.68,36189,804,23.3,1.5985,11045.75
TK9467,A320,JED,DEL,2025-07-05 14:52,2025-07-05 19:26,274,5680.4,12798,180,27,11,5607.98,72.42,3886.02,31439,849,31.56,1.4618,17950.06
SV740,A320,JED,CAI,2025-05-11 06:19,2025-05-11 07:41,82,1730.17,14119,154,15,18,1781.19,-51.02,1214.94,32726,881,11.23,1.4241,5467.34
TK4824,A320,KHI,DXB,2025-04-17 08:46,2025-04-17 10:17,91,1921.42,9845,110,11,23,1918.45,2.97,1190.18,36037,780,17.47,1.6144,6071.69
QR1022,A320,DOH,CAI,2025-12-22 00:41,2025-12-22 02:59,138,2944.98,15732,124,23,13,2917.32,27.66,2060.93,34859,895,23.75,1.429,9306.14
PK5352,A320,IST,CAI,2025-03-20 06:54,2025-03-20 08:18,84,1774.62,14379,168,20,18,1823.79,-49.17,1261.41,33600,893,10.56,1.4069,5607.8
AI6928,A320,DXB,IST,2025-01-28 13:10,2025-01-28 16:58,228,4717.44,7805,134,19,21,4638.05,79.39,3029.96,36005,797,35.2,1.5569,14907.11
MS1824,A320,JED,CAI,2025-05-05 19:12,2025-05-05 20:44,92,2014.11,10890,161,13,20,1948.9,65.21,1214.94,32388,785,12.51,1.6578,6364.59
MS2986,A320,IST,CAI,2025-02-17 18:30,2025-02-17 19:56,86,1851.31,7976,146,20,7,1799.76,51.55,1261.41,33843,872,12.68,1.4677,5850.14
MS1788,A320,JED,DEL,2025-03-11 16:59,2025-03-11 21:44,285,6009.84,8945,105,19,18,5789.45,220.39,3886.02,37963,817,57.24,1.5465,18991.09
AI3477,A320,DOH,IST,2025-05-21 20:40,2025-05-21 23:51,191,4096.66,13273,104,17,7,3952.73,143.93,2756.39,35554,864,39.39,1.4862,12945.45
MS4767,A320,DXB,DEL,2025-02-04 07:18,2025-02-04 09:50,152,3183.06,8760,152,5,12,3127.6,55.46,2186.68,36734,863,20.94,1.4557,10058.47
PK3549,A320,CAI,DEL,2025-04-18 00:01,2025-04-18 05:11,310,6577.03,17204,109,15,5,6372.04,204.99,4412.05,31512,852,60.34,1.4907,20783.41
SV8634,A320,JED,CAI,2025-02-25 04:06,2025-02-25 05:29,83,1828.09,12038,167,7,17,1780.38,47.71,1214.94,30067,872,10.95,1.5047,5776.76
PK4891,A320,JED,KHI,2025-10-01 07:49,2025-10-01 11:15,206,4214.73,10842,174,26,21,4228.42,-13.69,2882.63,34679,836,24.22,1.4621,13318.55
SV5468,A320,DEL,JED,2025-04-19 15:02,2025-04-19 19:34,272,5562.27,10815,100,7,12,5548.15,14.12,3886.02,34239,857,55.62,1.4314,17576.77
MS8226,A320,DOH,KHI,2025-09-15 12:05,2025-09-15 13:57,112,2355.15,6381,148,8,17,2303.81,51.34,1568.56,33384,838,15.91,1.5015,7442.27
TK3012,A320,KHI,DEL,2025-10-27 03:02,2025-10-27 04:13,71,1582.29,12279,113,30,10,1542.79,39.5,1067.83,32727,894,14.0,1.4818,5000.04
QR6073,A320,CAI,DXB,2025-08-11 08:08,2025-08-11 11:12,184,3933.43,6639,89,5,13,3746.39,187.04,2419.78,33451,785,44.2,1.6255,12429.64
EK255,A320,JED,DXB,2025-07-04 22:11,2025-07-05 00:06,115,2363.78,13241,92,16,6,2432.41,-68.63,1702.17,31777,886,25.69,1.3887,7469.54
SV8070,A320,KHI,DEL,2025-10-04 09:12,2025-10-04 10:26,74,1719.34,15947,133,30,23,1639.47,79.87,1067.83,37046,861,12.93,1.6101,5433.11
QR4033,A320,CAI,KHI,2025-10-27 23:56,2025-10-28 04:05,249,4884.29,13592,169,10,8,5115.92,-231.63,3565.44,36013,858,28.9,1.3699,15434.36
PK8257,A320,IST,KHI,2025-04-17 21:38,2025-04-18 02:42,304,6007.14,11995,83,23,12,6199.95,-192.81,3975.55,30153,784,72.38,1.511,18982.56
PK7777,A320,DEL,DXB,2025-11-13 23:08,2025-11-14 01:44,156,3184.92,9542,152,12,9,3215.42,-30.5,2186.68,30131,837,20.95,1.4565,10064.35
PK2003,A320,JED,IST,2025-10-09 17:34,2025-10-09 20:32,178,3713.42,6608,168,23,25,3626.08,87.34,2383.55,30463,799,22.1,1.5579,11734.41
QR7803,A320,JED,CAI,2025-01-09 09:34,2025-01-09 10:56,82,1722.38,17233,96,11,15,1812.33,-89.95,1214.94,38763,881,17.94,1.4177,5442.72
QR9217,A320,CAI,KHI,2025-12-24 11:47,2025-12-24 15:46,239,4717.04,7018,85,27,23,4850.18,-133.14,3565.44,35030,892,55.49,1.323,14905.85
AI7928,A320,CAI,DEL,2025-03-06 19:56,2025-03-07 01:03,307,6427.56,8475,90,27,23,6224.75,202.81,4412.05,37193,860,71.42,1.4568,20311.09
TK5835,A320,CAI,JED,2025-06-23 20:49,2025-06-23 22:21,92,1930.91,14685,93,18,7,1986.85,-55.94,1214.94,34009,790,20.76,1.5893,6101.68
AI8463,A320,CAI,JED,2025-02-22 14:06,2025-02-22 15:36,90,1867.3,6953,82,25,9,1869.53,-2.23,1214.94,37066,805,22.77,1.5369,5900.67
PK5944,A320,DXB,CAI,2025-08-02 22:51,2025-08-03 01:49,178,3685.73,13659,176,25,25,3696.59,-10.86,2419.78,37916,815,20.94,1.5232,11646.91
SV4691,A320,DXB,DEL,2025-03-19 07:24,2025-03-19 10:06,162,3286.22,11372,172,18,9,3353.72,-67.5,2186.68,32797,807,19.11,1.5028,10384.46
EK2620,A320,JED,DEL,2025-11-21 12:37,2025-11-21 16:57,260,5386.95,11895,169,5,8,5318.95,68.0,3886.02,37448,894,31.88,1.3862,17022.76
EK3090,A320,IST,KHI,2025-12-04 11:31,2025-12-04 16:24,293,6139.36,11321,126,27,14,5973.21,166.15,3975.55,33444,812,48.73,1.5443,19400.38
SV8418,A320,CAI,DEL,2025-03-18 07:53,2025-03-18 13:23,330,6417.63,11221,110,7,13,6712.21,-294.58,4412.05,30502,800,58.34,1.4546,20279.71
TK9443,A320,DXB,KHI,2025-02-02 23:13,2025-02-03 00:40,87,1730.58,7702,142,6,22,1817.02,-86.44,1190.18,30586,813,12.19,1.454,5468.63
PK9376,A320,CAI,DEL,2025-07-01 11:33,2025-07-01 16:46,313,6366.83,9219,178,30,23,6352.19,14.64,4412.05,30379,844,35.77,1.4431,20119.18
QR9669,A320,DEL,DXB,2025-02-25 02:15,2025-02-25 04:47,152,3160.03,17262,141,28,20,3212.62,-52.59,2186.68,34554,862,22.41,1.4451,9985.69
QR5501,A320,KHI,DXB,2025-10-08 01:44,2025-10-08 03:03,79,1721.36,11526,172,28,18,1695.26,26.1,1190.18,38482,894,10.01,1.4463,5439.5
EK7640,A320,DEL,IST,2025-01-24 03:21,2025-01-24 08:48,327,6497.22,9917,152,30,20,6639.17,-141.95,4573.44,34430,838,42.74,1.4206,20531.22
PK3934,A320,DEL,DOH,2025-01-03 03:46,2025-01-03 06:53,187,3972.97,10308,155,6,14,3843.08,129.89,2553.18,32070,818,25.63,1.5561,12554.59
EK1887,A320,DEL,DOH,2025-06-10 18:42,2025-06-10 21:40,178,3506.03,6483,155,23,7,3624.83,-118.8,2553.18,30278,860,22.62,1.3732,11079.05
PK9454,A320,JED,DOH,2025-12-03 21:24,2025-12-03 22:56,92,1984.15,16468,173,10,9,2004.68,-20.53,1332.96,30098,861,11.47,1.4885,6269.91
MS5889,A320,DXB,KHI,2025-12-11 20:25,2025-12-11 21:52,87,1934.29,15044,155,20,9,1890.44,43.85,1190.18,32449,818,12.48,1.6252,6112.36
MS8272,A320,JED,DOH,2025-11-02 09:35,2025-11-02 11:04,89,1802.52,6017,108,5,15,1840.17,-37.65,1332.96,34994,889,16.69,1.3523,5695.96
PK5538,A320,DOH,DEL,2025-12-16 08:45,2025-12-16 11:42,177,3866.31,15510,159,18,14,3695.1,171.21,2553.18,32924,862,24.32,1.5143,12217.54
EK7244,A320,DXB,CAI,2025-04-11 09:09,2025-04-11 11:50,161,3273.8,9206,141,16,10,3312.06,-38.26,2419.78,38142,898,23.22,1.3529,10345.21
EK4480,A320,DEL,DXB,2025-04-04 21:54,2025-04-05 00:20,146,3075.97,16773,101,16,23,3087.73,-11.76,2186.68,37372,896,30.46,1.4067,9720.07
QR682,A320,DEL,IST,2025-01-15 07:35,2025-01-15 13:16,341,7006.8,8220,129,22,23,6902.2,104.6,4573.44,35719,804,54.32,1.5321,22141.49
MS1707,A320,CAI,DEL,2025-08-13 06:38,2025-08-13 11:56,318,6331.87,7084,159,27,24,6430.84,-98.97,4412.05,32347,831,39.82,1.4351,20008.71
PK866,A320,DEL,KHI,2025-10-04 06:06,2025-10-04 07:21,75,1627.43,8072,171,17,17,1580.72,46.71,1067.83,35206,852,9.52,1.524,5142.68
EK1947,A320,KHI,DXB,2025-07-22 19:31,2025-07-22 20:57,86,1831.18,13955,157,13,16,1859.55,-28.37,1190.18,32466,823,11.66,1.5386,5786.53
AI8536,A320,CAI,KHI,2025-08-06 03:07,2025-08-06 07:19,252,4927.8,14310,129,10,25,5183.1,-255.3,3565.44,31492,847,38.2,1.3821,15571.85
PK8431,A320,DEL,KHI,2025-02-11 03:50,2025-02-11 05:04,74,1646.45,15608,133,13,12,1636.08,10.37,1067.83,35976,860,12.38,1.5419,5202.78
EK6600,A320,JED,DXB,2025-09-13 20:25,2025-09-13 22:25,120,2519.74,9094,160,28,14,2490.94,28.8,1702.17,38463,848,15.75,1.4803,7962.38
MS5557,A320,IST,DOH,2025-05-28 11:32,2025-05-28 15:03,211,4139.7,7056,162,15,9,4290.56,-150.86,2756.39,30227,781,25.55,1.5019,13081.45
EK9413,A320,CAI,DOH,2025-08-13 08:24,2025-08-13 10:51,147,2994.71,6843,171,29,8,3008.43,-13.72,2060.93,30888,839,17.51,1.4531,9463.28
AI699,A320,DEL,DOH,2025-07-11 17:40,2025-07-11 20:30,170,3455.52,15381,158,23,6,3553.81,-98.29,2553.18,35933,900,21.87,1.3534,10919.44
TK8820,A320,DXB,IST,2025-07-14 06:33,2025-07-14 10:13,220,4681.96,17046,128,29,10,4570.46,111.5,3029.96,32011,825,36.58,1.5452,14794.99
SV168,A320,JED,KHI,2025-01-23 19:12,2025-01-23 22:31,199,3980.99,17941,174,15,23,4159.41,-178.42,2882.63,37446,868,22.88,1.381,12579.93
QR6452,A320,CAI,IST,2025-12-07 17:46,2025-12-07 19:22,96,2009.98,8462,169,5,10,2004.62,5.36,1261.41,35448,784,11.89,1.5934,6351.54
MS9623,A320,DOH,DXB,2025-05-14 22:31,2025-05-14 22:59,28,671.05,11405,179,23,22,674.05,-3.0,378.52,37913,796,3.75,1.7728,2120.52
PK9744,A320,JED,DXB,2025-09-26 11:42,2025-09-26 13:47,125,2541.02,16130,175,28,21,2661.3,-120.28,1702.17,30672,815,14.52,1.4928,8029.62
SV9926,A320,IST,KHI,2025-12-10 01:04,2025-12-10 05:54,290,6096.59,15432,160,26,8,5954.32,142.27,3975.55,36373,822,38.1,1.5335,19265.22
QR6580,A320,DOH,CAI,2025-09-06 15:06,2025-09-06 17:36,150,3065.32,12070,166,21,16,3120.7,-55.38,2060.93,30103,822,18.47,1.4873,9686.41
QR213,A320,CAI,JED,2025-08-04 08:59,2025-08-04 10:20,81,1783.97,11237,149,6,7,1732.37,51.6,1214.94,38848,889,11.97,1.4684,5637.35
PK645,A320,DOH,DXB,2025-02-22 13:34,2025-02-22 14:02,28,705.42,12532,149,20,11,685.32,20.1,378.52,32971,800,4.73,1.8636,2229.13
SV7514,A320,DXB,DOH,2025-05-07 00:33,2025-05-07 00:59,26,643.59,12312,135,22,13,643.12,0.47,378.52,38743,871,4.77,1.7003,2033.74
TK1250,A320,DOH,IST,2025-06-22 11:18,2025-06-22 14:33,195,4032.12,7479,94,20,14,3974.79,57.33,2756.39,34729,844,42.89,1.4628,12741.5
AI4080,A320,JED,CAI,2025-10-19 12:13,2025-10-19 13:45,92,1858.53,10552,167,14,7,1945.52,-86.99,1214.94,35594,791,11.13,1.5297,5872.95
MS1559,A320,CAI,DXB,2025-07-11 12:47,2025-07-11 15:34,167,3409.08,14437,103,12,15,3484.37,-75.29,2419.78,38265,865,33.1,1.4088,10772.69
AI7910,A320,JED,DXB,2025-06-02 05:45,2025-06-02 07:38,113,2374.76,11042,83,29,15,2370.42,4.34,1702.17,37451,896,28.61,1.3951,7504.24
QR954,A320,JED,DXB,2025-03-08 22:53,2025-03-09 00:57,124,2736.47,15842,108,11,25,2638.42,98.05,1702.17,38505,821,25.34,1.6076,8647.25
SV6740,A320,DOH,DXB,2025-02-08 17:13,2025-02-08 17:38,25,675.97,15591,145,21,9,655.91,20.06,378.52,31251,879,4.66,1.7858,2136.07
MS334,A320,DXB,CAI,2025-03-23 02:53,2025-03-23 05:43,170,3587.71,16618,96,12,19,3566.18,21.53,2419.78,32814,852,37.37,1.4827,11337.16
MS6298,A320,IST,DEL,2025-10-25 20:38,2025-10-26 01:54,316,6559.8,14357,177,14,12,6463.57,96.23,4573.44,33343,867,37.06,1.4343,20728.97
PK9613,A320,KHI,IST,2025-04-17 08:07,2025-04-17 12:59,292,6149.62,12032,107,29,7,5960.32,189.3,3975.55,37275,815,57.47,1.5469,19432.8
QR7831,A320,DXB,JED,2025-01-14 17:38,2025-01-14 19:43,125,2586.96,10192,102,29,6,2601.92,-14.96,1702.17,36435,816,25.36,1.5198,8174.79
AI5135,A320,DXB,CAI,2025-11-02 05:05,2025-11-02 08:10,185,3790.53,10294,120,17,25,3802.94,-12.41,2419.78,36509,781,31.59,1.5665,11978.07
QR7844,A320,JED,DOH,2025-10-04 00:12,2025-10-04 01:50,98,2034.26,7284,134,25,13,2032.84,1.42,1332.96,31621,814,15.18,1.5261,6428.26
SV7531,A320,DOH,IST,2025-10-10 16:41,2025-10-10 20:03,202,4201.19,14312,128,24,11,4183.12,18.07,2756.39,35267,816,32.82,1.5242,13275.76
QR7408,A320,DXB,IST,2025-01-15 21:00,2025-01-16 00:49,229,4684.05,6270,170,17,19,4642.7,41.35,3029.96,38325,791,27.55,1.5459,14801.6
EK2061,A320,DXB,KHI,2025-04-04 09:38,2025-04-04 11:07,89,1783.33,8650,112,8,16,1866.5,-83.17,1190.18,35485,802,15.92,1.4984,5635.32
